STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,SEX,Sex,AGE,Age,TSEST,Adjustment Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment,DECIMALS,Decimals
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-03,,2329.62282787,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-04,,2320.41729745,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-05,,2297.10862437,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-06,,2308.39679848,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-07,,2348.61016182,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-08,,2335.99595064,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-09,,2357.89262902,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-10,,2343.32943391,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-11,,2299.77054138,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2023-12,,2310.68836753,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-01,,2421.22323886,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-02,,2346.01295423,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-03,,2359.18731417,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-04,,2381.10395354,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-05,,2359.69281085,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-06,,2367.96375424,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-07,,2344.4965849,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-08,,2385.43195167,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-09,,2373.66712041,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-10,,2404.60948919,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-11,,2368.96414245,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,1,New South Wales,M,Monthly,2024-12,,2324.95460367,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-01,,1707.63075469,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-02,,1667.7250096,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-03,,1688.97258567,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-04,,1709.32774983,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-05,,1713.5177282,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-06,,1736.48683023,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-07,,1727.04467553,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-08,,1777.70724246,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-09,,1761.45132411,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-10,,1754.66978108,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-11,,1731.87591536,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-12,,1730.33621584,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-01,,1773.52748348,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-02,,1707.09656793,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-03,,1741.96899589,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-04,,1761.97212401,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-05,,1748.76114981,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-06,,1741.77611426,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-07,,1744.0568525,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-08,,1762.66714076,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-09,,1767.67638684,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-10,,1745.4323264,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-11,,1742.95287179,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-12,,1700.79168377,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-01,,1779.41500605,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-02,,1704.3887685,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-03,,1730.01473415,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-04,,1731.18525529,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-05,,1727.94706089,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-06,,1745.23699201,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-07,,1756.01579476,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-08,,1758.93507969,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-09,,1757.95523969,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-10,,1783.84319945,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-11,,1768.57552557,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-12,,1721.87977674,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-01,,1789.98507743,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-02,,1758.10033015,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-03,,1783.85770085,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-04,,1811.53452223,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-05,,1786.80214776,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-06,,1797.20724368,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-07,,1805.53804231,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-08,,1836.71534212,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-09,,1830.31028234,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-10,,1839.56252755,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-11,,1804.59235221,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-12,,1782.61463667,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-01,,1826.85453477,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-02,,1763.88786728,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-03,,1798.71896188,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-04,,1812.52478604,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-05,,1804.4132039,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-06,,1814.97910306,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-07,,1822.88748001,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-08,,1818.75382492,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-09,,1825.4953721,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-10,,1829.84564866,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-11,,1817.70758373,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-12,,1764.16184948,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-01,,1812.34006813,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-02,,1783.32705612,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-03,,1812.70638405,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-04,,1931.37629903,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-05,,1970.24390133,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-06,,1931.77811409,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-07,,1941.06544999,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-08,,1983.26251311,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-09,,2038.83366628,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-10,,1935.05475629,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-11,,1849.9069746,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-12,,1814.3145649,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-01,,1826.52304045,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-02,,1772.11729037,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-03,,1774.78261747,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-04,,1812.78657529,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-05,,1798.28629661,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-06,,1830.42947309,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-07,,1813.20795808,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-08,,1815.51181802,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-09,,1913.92421981,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-10,,1933.05548143,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-11,,1794.50238507,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-12,,1752.11317562,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-01,,1826.09233162,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-02,,1744.22789172,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-03,,1778.94405465,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-04,,1777.43473174,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-05,,1793.75026599,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-06,,1794.2726486,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-07,,1832.51288662,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-08,,1827.31428016,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-09,,1847.90572114,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-10,,1845.73383605,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-11,,1807.97773665,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-12,,1813.08640216,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2023-01,,1887.84809055,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2023-02,,1783.49465492,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2023-03,,1781.64361546,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2023-04,,1826.74590723,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2023-05,,1799.94290658,,NUM,Number,3,Thousands,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M10,Not in the Labour Force,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2023-06,,1816.60263516,,NUM,Number,3,Thousands,,,,,1,One
